Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python3.7, deepcopy, -1,990.650634765625000000, 951.336242675781250000,  ,  , 43280, 62.8, 44932
Python3.7, deepcopy, -1,981.073791503906250000, 941.764221191406250000,  ,  , 43368, 56.0, 44928
Python3.7, deepcopy, -1,984.189208984375000000, 944.861999511718750000,  ,  , 43354, 57.8, 44936
Python3.7, deepcopy, -1,985.140258789062500000, 946.082336425781250000,  ,  , 43319, 62.8, 44804
Python3.7, deepcopy, -1,990.357666015625000000, 951.325561523437500000,  ,  , 43355, 60.8, 44804
Python3.7, deepcopy, -1,986.925598144531250000, 947.886718750000000000,  ,  , 43311, 57.2, 44928
Python3.7, deepcopy, -1,982.649963378906250000, 943.369140625000000000,  ,  , 43345, 62.8, 44928
Python3.7, fannkuch, -1,1100.027770996093750000, 1055.200195312500000000,  ,  , 49640, 63.2, 44804
Python3.7, fannkuch, -1,1105.503906250000000000, 1060.913330078125000000,  ,  , 49234, 56.8, 44876
Python3.7, fannkuch, -1,1100.703186035156250000, 1055.787658691406250000,  ,  , 49644, 62.8, 44932
Python3.7, fannkuch, -1,1104.574035644531250000, 1060.197875976562500000,  ,  , 49159, 61.5, 44800
Python3.7, fannkuch, -1,1113.074401855468750000, 1068.924865722656250000,  ,  , 49114, 61.2, 44928
Python3.7, fannkuch, -1,1104.241394042968750000, 1059.773193359375000000,  ,  , 49156, 56.5, 44928
Python3.7, fannkuch, -1,1103.512695312500000000, 1058.753356933593750000,  ,  , 49282, 56.5, 44672
Python3.7, fannkuch, -1,1103.631225585937500000, 1058.672180175781250000,  ,  , 49632, 62.8, 44744
Python3.7, fannkuch, -1,1102.370727539062500000, 1058.098815917968750000,  ,  , 49116, 61.5, 44800
Python3.7, fannkuch, -1,1110.876159667968750000, 1066.297851562500000000,  ,  , 49164, 63.2, 44928
Python3.7, json_loads, -1,348.096313476562500000, 333.883789062500000000,  ,  , 15921, 57.8, 44936
Python3.7, json_loads, -1,346.328979492187500000, 332.086914062500000000,  ,  , 15879, 54.5, 44936
Python3.7, json_loads, -1,347.356689453125000000, 333.147155761718750000,  ,  , 15878, 59.5, 44928
Python3.7, json_loads, -1,343.825561523437500000, 329.644653320312500000,  ,  , 15874, 54.5, 44672
Python3.7, json_loads, -1,346.196838378906250000, 331.972656250000000000,  ,  , 15866, 59.8, 45060
Python3.7, json_loads, -1,345.057739257812500000, 330.839782714843750000,  ,  , 15869, 53.2, 45056
Python3.7, json_loads, -1,343.832519531250000000, 329.560302734375000000,  ,  , 15872, 57.8, 44932
Python3.7, json_loads, -1,346.167297363281250000, 331.931030273437500000,  ,  , 15882, 59.8, 44932
Python3.7, json_loads, -1,343.617370605468750000, 329.320129394531250000,  ,  , 15902, 54.5, 45056
Python3.7, json_loads, -1,343.015930175781250000, 328.824707031250000000,  ,  , 15867, 53.2, 44940
Python3.7, logging, -1,820.833251953125000000, 787.622863769531250000,  ,  , 36891, 56.5, 44944
Python3.7, logging, -1,823.270751953125000000, 790.089111328125000000,  ,  , 36687, 56.2, 44928
Python3.7, logging, -1,817.857116699218750000, 784.634155273437500000,  ,  , 36680, 55.8, 44928
Python3.7, logging, -1,825.893859863281250000, 792.535888671875000000,  ,  , 36880, 61.2, 44808
Python3.7, logging, -1,1022.331359863281250000, 981.022827148437500000,  ,  , 45638, 56.0, 44924
Python3.7, logging, -1,825.620056152343750000, 792.247192382812500000,  ,  , 36805, 53.8, 44932
Python3.7, logging, -1,815.373352050781250000, 782.348144531250000000,  ,  , 36611, 55.8, 44676
Python3.7, logging, -1,828.591003417968750000, 795.310729980468750000,  ,  , 36753, 54.5, 44804
Python3.7, logging, -1,826.940063476562500000, 793.532104492187500000,  ,  , 36865, 55.8, 44812
Python3.7, logging, -1,814.192199707031250000, 781.138732910156250000,  ,  , 36531, 54.2, 44808
Python3.7, meteor_contest, -1,277.294372558593750000, 265.872497558593750000,  ,  , 12817, 53.5, 44932
Python3.7, meteor_contest, -1,277.580932617187500000, 266.072509765625000000,  ,  , 12807, 54.0, 44928
Python3.7, meteor_contest, -1,279.006286621093750000, 267.463378906250000000,  ,  , 12834, 53.2, 44932
Python3.7, meteor_contest, -1,282.156066894531250000, 270.638305664062500000,  ,  , 12845, 54.2, 44816
Python3.7, meteor_contest, -1,282.396667480468750000, 270.886779785156250000,  ,  , 12867, 54.2, 44932
Python3.7, meteor_contest, -1,280.884826660156250000, 269.499267578125000000,  ,  , 12848, 54.0, 44928
Python3.7, meteor_contest, -1,282.315124511718750000, 270.844421386718750000,  ,  , 12828, 53.8, 45060
Python3.7, meteor_contest, -1,281.468750000000000000, 269.970947265625000000,  ,  , 12818, 54.8, 44932
Python3.7, meteor_contest, -1,280.303955078125000000, 268.670349121093750000,  ,  , 12840, 59.2, 44932
Python3.7, meteor_contest, -1,278.873596191406250000, 267.247131347656250000,  ,  , 12845, 53.5, 44932
Python3.7, 2to3, 2,201.518615722656250000, 114.627075195312500000,  ,  , 103084, 39.0, 44840
Python3.7, 2to3, 2,201.520324707031250000, 114.698425292968750000,  ,  , 103035, 38.0, 44932
Python3.7, 2to3, 2,201.504516601562500000, 114.731201171875000000,  ,  , 102998, 40.5, 44932
Python3.7, 2to3, 2,201.260864257812500000, 114.502868652343750000,  ,  , 102899, 38.8, 44932
Python3.7, 2to3, 2,201.696899414062500000, 114.748474121093750000,  ,  , 103121, 40.2, 44932
Python3.7, 2to3, 2,201.265014648437500000, 114.585083007812500000,  ,  , 102885, 40.0, 44932
Python3.7, 2to3, 2,201.622558593750000000, 114.606262207031250000,  ,  , 103106, 41.2, 44676
Python3.7, 2to3, 2,202.043090820312500000, 115.136718750000000000,  ,  , 103106, 39.2, 44928
Python3.7, 2to3, 2,201.557250976562500000, 114.679504394531250000,  ,  , 103076, 41.5, 44928
Python3.7, 2to3, 2,201.899719238281250000, 114.789428710937500000,  ,  , 103213, 38.5, 44932
Python3.7, chaos, 2,84.411804199218750000, 48.072875976562500000,  ,  , 43111, 38.8, 44936
Python3.7, chaos, 2,84.135620117187500000, 48.249145507812500000,  ,  , 42911, 38.8, 45056
Python3.7, chaos, 2,84.716064453125000000, 48.301086425781250000,  ,  , 43219, 40.5, 44708
Python3.7, chaos, 2,84.301818847656250000, 48.292480468750000000,  ,  , 42998, 38.8, 44932
Python3.7, chaos, 2,84.436401367187500000, 48.082641601562500000,  ,  , 43155, 40.5, 44936
Python3.7, chaos, 2,84.246459960937500000, 48.282104492187500000,  ,  , 42953, 39.2, 44932
Python3.7, chaos, 2,84.560363769531250000, 48.250061035156250000,  ,  , 43134, 39.0, 44944
Python3.7, chaos, 2,84.214477539062500000, 48.306518554687500000,  ,  , 42933, 39.2, 44932
Python3.7, chaos, 2,84.394897460937500000, 48.164855957031250000,  ,  , 43052, 39.0, 44804
Python3.7, chaos, 2,84.413391113281250000, 48.369628906250000000,  ,  , 43054, 40.0, 44808
Python3.7, comprehensions, 2,50.728698730468750000, 28.912658691406250000,  ,  , 25893, 38.8, 44928
Python3.7, comprehensions, 2,33.780273437500000000, 19.271972656250000000,  ,  , 17149, 39.8, 44936
Python3.7, comprehensions, 2,33.914245605468750000, 19.339233398437500000,  ,  , 17215, 40.5, 44928
Python3.7, comprehensions, 2,33.904907226562500000, 19.336303710937500000,  ,  , 17212, 40.2, 44928
Python3.7, comprehensions, 2,34.000244140625000000, 19.373168945312500000,  ,  , 17257, 41.2, 44928
Python3.7, comprehensions, 2,33.919799804687500000, 19.310913085937500000,  ,  , 17219, 41.2, 45064
Python3.7, comprehensions, 2,33.915649414062500000, 19.323059082031250000,  ,  , 17215, 40.2, 44932
Python3.7, comprehensions, 2,33.882629394531250000, 19.312194824218750000,  ,  , 17197, 39.0, 45060
Python3.7, comprehensions, 2,33.804382324218750000, 19.288757324218750000,  ,  , 17157, 38.8, 44936
Python3.7, comprehensions, 2,33.909729003906250000, 19.336914062500000000,  ,  , 17213, 39.5, 44936
Python3.7, concurrent_imap, 2,41.148620605468750000, 19.828186035156250000,  ,  , 29368, 39.0, 44932
Python3.7, concurrent_imap, 2,41.908691406250000000, 20.217102050781250000,  ,  , 29392, 38.8, 45060
Python3.7, concurrent_imap, 2,41.302062988281250000, 19.798339843750000000,  ,  , 29501, 39.5, 44936
Python3.7, concurrent_imap, 2,41.878540039062500000, 20.212097167968750000,  ,  , 29402, 39.5, 44932
Python3.7, concurrent_imap, 2,41.486816406250000000, 19.970825195312500000,  ,  , 29514, 39.0, 44876
Python3.7, concurrent_imap, 2,41.737976074218750000, 20.140319824218750000,  ,  , 29403, 39.5, 44932
Python3.7, concurrent_imap, 2,41.121459960937500000, 19.716369628906250000,  ,  , 29483, 39.2, 44932
Python3.7, concurrent_imap, 2,41.777832031250000000, 20.160949707031250000,  ,  , 29394, 39.0, 44928
Python3.7, concurrent_imap, 2,41.296203613281250000, 19.856323242187500000,  ,  , 29484, 39.8, 44928
Python3.7, concurrent_imap, 2,41.714965820312500000, 20.141479492187500000,  ,  , 29354, 38.8, 44928
Python3.7, coroutines, 2,38.893615722656250000, 22.171264648437500000,  ,  , 19743, 40.2, 44932
Python3.7, coroutines, 2,39.029602050781250000, 22.247558593750000000,  ,  , 19813, 41.0, 44932
Python3.7, coroutines, 2,38.762756347656250000, 22.148071289062500000,  ,  , 19689, 39.8, 44932
Python3.7, coroutines, 2,38.757812500000000000, 22.110168457031250000,  ,  , 19681, 38.2, 44928
Python3.7, coroutines, 2,38.765747070312500000, 22.145446777343750000,  ,  , 19689, 39.0, 44932
Python3.7, coroutines, 2,38.544006347656250000, 22.049316406250000000,  ,  , 19565, 39.0, 44928
Python3.7, coroutines, 2,38.940673828125000000, 22.217773437500000000,  ,  , 19766, 39.2, 44928
Python3.7, coroutines, 2,38.967407226562500000, 22.225708007812500000,  ,  , 19781, 40.5, 44928
Python3.7, coroutines, 2,38.789123535156250000, 22.147338867187500000,  ,  , 19691, 41.0, 44932
Python3.7, coroutines, 2,38.986755371093750000, 22.216491699218750000,  ,  , 19795, 41.2, 45060
Python3.7, deepcopy, 2,87.951660156250000000, 50.267639160156250000,  ,  , 44667, 39.2, 44800
Python3.7, deepcopy, 2,87.659545898437500000, 50.323852539062500000,  ,  , 44522, 40.5, 44804
Python3.7, deepcopy, 2,104.442260742187500000, 59.298278808593750000,  ,  , 53519, 40.8, 44936
Python3.7, deepcopy, 2,87.783203125000000000, 49.822509765625000000,  ,  , 44862, 42.0, 45060
Python3.7, deepcopy, 2,87.607299804687500000, 50.285583496093750000,  ,  , 44498, 38.8, 45060
Python3.7, deepcopy, 2,88.253173828125000000, 50.450012207031250000,  ,  , 44824, 40.2, 45060
Python3.7, deepcopy, 2,87.654907226562500000, 50.261962890625000000,  ,  , 44617, 40.0, 44932
Python3.7, deepcopy, 2,104.996582031250000000, 59.575500488281250000,  ,  , 53805, 41.0, 44944
Python3.7, deepcopy, 2,87.714477539062500000, 49.799926757812500000,  ,  , 44852, 39.5, 44928
Python3.7, deepcopy, 2,104.021057128906250000, 59.443603515625000000,  ,  , 53193, 39.5, 44932
Python3.7, fannkuch, 2,290.725036621093750000, 166.225158691406250000,  ,  , 148756, 41.0, 44928
Python3.7, fannkuch, 2,291.692810058593750000, 166.750671386718750000,  ,  , 149232, 40.2, 44932
Python3.7, fannkuch, 2,290.916076660156250000, 166.413574218750000000,  ,  , 148722, 40.0, 44932
Python3.7, fannkuch, 2,290.333618164062500000, 166.332275390625000000,  ,  , 148347, 41.0, 44800
Python3.7, fannkuch, 2,290.599853515625000000, 166.140075683593750000,  ,  , 148710, 41.8, 44932
Python3.7, fannkuch, 2,288.792358398437500000, 165.142395019531250000,  ,  , 147832, 40.5, 44936
Python3.7, fannkuch, 2,290.489929199218750000, 166.249755859375000000,  ,  , 148527, 40.2, 45056
Python3.7, fannkuch, 2,290.594970703125000000, 166.489562988281250000,  ,  , 148508, 39.0, 45060
Python3.7, fannkuch, 2,289.296936035156250000, 165.577941894531250000,  ,  , 148053, 41.0, 44876
Python3.7, fannkuch, 2,290.072875976562500000, 166.130981445312500000,  ,  , 148317, 39.5, 44932
Python3.7, json_loads, 2,34.542175292968750000, 19.611572265625000000,  ,  , 17628, 39.8, 44932
Python3.7, json_loads, 2,34.532836914062500000, 19.787048339843750000,  ,  , 17528, 39.5, 44932
Python3.7, json_loads, 2,34.987060546875000000, 19.953063964843750000,  ,  , 17757, 40.0, 44932
Python3.7, json_loads, 2,34.861877441406250000, 19.861755371093750000,  ,  , 17693, 40.2, 44804
Python3.7, json_loads, 2,35.037475585937500000, 19.986694335937500000,  ,  , 17784, 40.8, 44932
Python3.7, json_loads, 2,35.010131835937500000, 19.944274902343750000,  ,  , 17794, 40.2, 44932
Python3.7, json_loads, 2,34.903198242187500000, 19.872680664062500000,  ,  , 17715, 41.5, 44932
Python3.7, json_loads, 2,34.967895507812500000, 19.924682617187500000,  ,  , 17747, 41.5, 44924
Python3.7, json_loads, 2,35.047180175781250000, 19.955688476562500000,  ,  , 17788, 41.5, 44932
Python3.7, json_loads, 2,34.709106445312500000, 19.755981445312500000,  ,  , 17616, 42.0, 44876
Python3.7, logging, 2,106.196777343750000000, 60.407836914062500000,  ,  , 54339, 39.8, 44932
Python3.7, logging, 2,106.189575195312500000, 60.356628417968750000,  ,  , 54311, 41.0, 44804
Python3.7, logging, 2,105.913452148437500000, 60.257812500000000000,  ,  , 54140, 38.0, 44800
Python3.7, logging, 2,106.056701660156250000, 60.378295898437500000,  ,  , 54213, 40.5, 44928
Python3.7, logging, 2,105.959289550781250000, 60.264343261718750000,  ,  , 54212, 41.5, 44928
Python3.7, logging, 2,106.769287109375000000, 60.693908691406250000,  ,  , 54623, 41.0, 44928
Python3.7, logging, 2,105.542053222656250000, 59.945434570312500000,  ,  , 53972, 41.5, 44928
Python3.7, logging, 2,106.191711425781250000, 60.263427734375000000,  ,  , 54320, 39.0, 44928
Python3.7, logging, 2,105.633666992187500000, 60.117919921875000000,  ,  , 53994, 39.2, 44804
Python3.7, logging, 2,106.331787109375000000, 60.444519042968750000,  ,  , 54392, 41.0, 44932
Python3.7, meteor_contest, 2,72.963439941406250000, 41.790466308593750000,  ,  , 37278, 38.2, 44928
Python3.7, meteor_contest, 2,72.504638671875000000, 41.475830078125000000,  ,  , 36885, 39.0, 44928
Python3.7, meteor_contest, 2,73.978698730468750000, 42.439453125000000000,  ,  , 37671, 39.5, 44928
Python3.7, meteor_contest, 2,74.013244628906250000, 42.208435058593750000,  ,  , 37726, 39.2, 44932
Python3.7, meteor_contest, 2,72.840209960937500000, 41.658081054687500000,  ,  , 37206, 37.5, 45060
Python3.7, meteor_contest, 2,73.985473632812500000, 42.344116210937500000,  ,  , 37646, 38.0, 44928
Python3.7, meteor_contest, 2,74.213378906250000000, 42.505981445312500000,  ,  , 37866, 39.0, 45060
Python3.7, meteor_contest, 2,74.713623046875000000, 42.606567382812500000,  ,  , 38104, 40.8, 44932
Python3.7, meteor_contest, 2,73.755432128906250000, 42.240966796875000000,  ,  , 37582, 38.8, 44928
Python3.7, meteor_contest, 2,72.964355468750000000, 41.672851562500000000,  ,  , 37205, 38.2, 44932
Python3.7, 2to3, 5,291.903808593750000000, 242.504394531250000000,  ,  , 58764, 39.8, 44804
Python3.7, 2to3, 5,291.136352539062500000, 241.675231933593750000,  ,  , 58610, 38.5, 44924
Python3.7, 2to3, 5,291.802001953125000000, 242.220092773437500000,  ,  , 58745, 39.0, 44932
Python3.7, 2to3, 5,292.239990234375000000, 242.614074707031250000,  ,  , 58831, 38.8, 44932
Python3.7, 2to3, 5,292.577331542968750000, 242.789001464843750000,  ,  , 58902, 39.0, 45056
Python3.7, 2to3, 5,292.760070800781250000, 242.855041503906250000,  ,  , 58940, 38.5, 44936
Python3.7, 2to3, 5,291.908508300781250000, 242.214965820312500000,  ,  , 58768, 38.8, 45056
Python3.7, 2to3, 5,292.300720214843750000, 242.445800781250000000,  ,  , 58847, 39.5, 44804
Python3.7, 2to3, 5,291.515197753906250000, 241.922851562500000000,  ,  , 58689, 39.5, 44804
Python3.7, 2to3, 5,292.079467773437500000, 242.351440429687500000,  ,  , 58803, 39.0, 44928
Python3.7, chaos, 5,121.262817382812500000, 100.969482421875000000,  ,  , 24407, 38.2, 44804
Python3.7, chaos, 5,122.014038085937500000, 101.496337890625000000,  ,  , 24561, 39.5, 44936
Python3.7, chaos, 5,121.688049316406250000, 101.178405761718750000,  ,  , 24496, 39.0, 44932
Python3.7, chaos, 5,121.045532226562500000, 100.990600585937500000,  ,  , 24367, 38.0, 44932
Python3.7, chaos, 5,122.128784179687500000, 101.554870605468750000,  ,  , 24585, 39.8, 44928
Python3.7, chaos, 5,120.936340332031250000, 100.547119140625000000,  ,  , 24346, 39.0, 44932
Python3.7, chaos, 5,121.801818847656250000, 101.346008300781250000,  ,  , 24520, 39.2, 44808
Python3.7, chaos, 5,122.051879882812500000, 101.441162109375000000,  ,  , 24570, 38.2, 44932
Python3.7, chaos, 5,121.202514648437500000, 100.938049316406250000,  ,  , 24396, 39.2, 44928
Python3.7, chaos, 5,122.041076660156250000, 101.667785644531250000,  ,  , 24567, 40.0, 44932
Python3.7, comprehensions, 5,73.793640136718750000, 61.290039062500000000,  ,  , 14854, 39.2, 44928
Python3.7, comprehensions, 5,74.034179687500000000, 61.452209472656250000,  ,  , 14902, 39.2, 44928
Python3.7, comprehensions, 5,73.858276367187500000, 61.248291015625000000,  ,  , 14868, 39.5, 44932
Python3.7, comprehensions, 5,73.840393066406250000, 61.356994628906250000,  ,  , 14864, 38.0, 44932
Python3.7, comprehensions, 5,74.030761718750000000, 61.486145019531250000,  ,  , 14901, 38.2, 44944
Python3.7, comprehensions, 5,73.693603515625000000, 61.305664062500000000,  ,  , 14833, 39.8, 44932
Python3.7, comprehensions, 5,73.840209960937500000, 61.353210449218750000,  ,  , 14862, 40.2, 44928
Python3.7, comprehensions, 5,74.029724121093750000, 61.474304199218750000,  ,  , 14902, 39.5, 44832
Python3.7, comprehensions, 5,74.099792480468750000, 61.533447265625000000,  ,  , 14917, 38.5, 44928
Python3.7, comprehensions, 5,73.946411132812500000, 61.494323730468750000,  ,  , 14885, 39.8, 44932
Python3.7, concurrent_imap, 5,54.091247558593750000, 36.908569335937500000,  ,  , 24553, 36.8, 44928
Python3.7, concurrent_imap, 5,54.330749511718750000, 37.089111328125000000,  ,  , 24563, 37.8, 44804
Python3.7, concurrent_imap, 5,53.726806640625000000, 36.605102539062500000,  ,  , 24541, 37.2, 44800
Python3.7, concurrent_imap, 5,53.350524902343750000, 36.507690429687500000,  ,  , 24537, 38.0, 44800
Python3.7, concurrent_imap, 5,54.179504394531250000, 36.994750976562500000,  ,  , 24550, 37.8, 44676
Python3.7, concurrent_imap, 5,54.140441894531250000, 36.868103027343750000,  ,  , 24554, 37.8, 44928
Python3.7, concurrent_imap, 5,53.551330566406250000, 36.587158203125000000,  ,  , 24538, 38.0, 44932
Python3.7, concurrent_imap, 5,54.208312988281250000, 36.885620117187500000,  ,  , 24553, 38.8, 44944
Python3.7, concurrent_imap, 5,54.239135742187500000, 36.905822753906250000,  ,  , 24559, 38.2, 44924
Python3.7, concurrent_imap, 5,53.693542480468750000, 36.687072753906250000,  ,  , 24544, 38.5, 44936
Python3.7, coroutines, 5,88.470275878906250000, 73.396789550781250000,  ,  , 17810, 40.0, 44932
Python3.7, coroutines, 5,87.735656738281250000, 72.858093261718750000,  ,  , 17667, 39.8, 44932
Python3.7, coroutines, 5,88.198608398437500000, 73.143066406250000000,  ,  , 17756, 40.8, 44804
Python3.7, coroutines, 5,88.315246582031250000, 73.238769531250000000,  ,  , 17778, 41.2, 44924
Python3.7, coroutines, 5,88.039855957031250000, 73.043090820312500000,  ,  , 17724, 41.5, 45060
Python3.7, coroutines, 5,87.951721191406250000, 72.947937011718750000,  ,  , 17708, 39.5, 44928
Python3.7, coroutines, 5,88.168518066406250000, 73.147216796875000000,  ,  , 17750, 39.5, 44928
Python3.7, coroutines, 5,88.235412597656250000, 73.211914062500000000,  ,  , 17765, 39.5, 44932
Python3.7, coroutines, 5,87.983337402343750000, 72.999694824218750000,  ,  , 17716, 39.2, 44936
Python3.7, coroutines, 5,89.126831054687500000, 73.935363769531250000,  ,  , 17943, 39.0, 44928
Python3.7, deepcopy, 5,209.091735839843750000, 173.576843261718750000,  ,  , 42099, 39.0, 44936
Python3.7, deepcopy, 5,207.075256347656250000, 172.187255859375000000,  ,  , 41695, 40.5, 44928
Python3.7, deepcopy, 5,208.737976074218750000, 173.435729980468750000,  ,  , 42027, 39.0, 44676
Python3.7, deepcopy, 5,206.943237304687500000, 172.107604980468750000,  ,  , 41664, 39.8, 44932
Python3.7, deepcopy, 5,209.111450195312500000, 173.662414550781250000,  ,  , 42099, 38.5, 45052
Python3.7, deepcopy, 5,208.203613281250000000, 173.107604980468750000,  ,  , 41992, 40.0, 44932
Python3.7, deepcopy, 5,208.080993652343750000, 173.072448730468750000,  ,  , 41924, 38.8, 44932
Python3.7, deepcopy, 5,207.881469726562500000, 172.872375488281250000,  ,  , 41903, 40.5, 44932
Python3.7, deepcopy, 5,208.644042968750000000, 173.447326660156250000,  ,  , 42037, 38.5, 44940
Python3.7, deepcopy, 5,206.609802246093750000, 171.949218750000000000,  ,  , 41741, 38.5, 44804
Python3.7, fannkuch, 5,417.717285156250000000, 347.394836425781250000,  ,  , 84108, 39.8, 44928
Python3.7, fannkuch, 5,412.119567871093750000, 342.746826171875000000,  ,  , 83211, 38.0, 44940
Python3.7, fannkuch, 5,414.387207031250000000, 345.010070800781250000,  ,  , 83462, 38.8, 44932
Python3.7, fannkuch, 5,413.509948730468750000, 344.110046386718750000,  ,  , 83363, 38.2, 44932
Python3.7, fannkuch, 5,412.525085449218750000, 343.534973144531250000,  ,  , 83080, 39.2, 45056
Python3.7, fannkuch, 5,415.586608886718750000, 346.276306152343750000,  ,  , 83769, 38.2, 44804
Python3.7, fannkuch, 5,417.150939941406250000, 347.423583984375000000,  ,  , 83982, 40.0, 44932
Python3.7, fannkuch, 5,414.206359863281250000, 345.041320800781250000,  ,  , 83494, 38.5, 44944
Python3.7, fannkuch, 5,416.201171875000000000, 347.043457031250000000,  ,  , 83788, 38.5, 44944
